y,x,clickSelects,PANEL,group,xmin,xmax,ymin,ymax
0.042068361086766,0.0685234712791355,School: Kentucky  Group: 3  Total.Revenue: 88373452  Total.Expenses: 84929819  Total.Subsidy: 827172  Revenue.Less.Expenses: 3443633  Rank: 19,1,10,0.0454545454545455,0.0685234712791355,0.0400964066608238,0.0440403155127082
0.633654688869413,0.34649260416773,School: Louisville  Group: 3  Total.Revenue: 87840501  Total.Expenses: 84133793  Total.Subsidy: 10794185  Revenue.Less.Expenses: 3706708  Rank: 20,1,145,0.0454545454545455,0.34649260416773,0.631682734443471,0.635626643295355
0.077125328659071,0.110666292285933,School: South Carolina  Group: 3  Total.Revenue: 87608352  Total.Expenses: 84963037  Total.Subsidy: 2338268  Revenue.Less.Expenses: 2645315  Rank: 21,1,18,0.0454545454545455,0.110666292285933,0.0751533742331288,0.0790972830850132
0.26555652936021,0.220727618326651,School: Oklahoma State  Group: 1  Total.Revenue: 87270598  Total.Expenses: 96782619  Total.Subsidy: 6284687  Revenue.Less.Expenses: -9512021  Rank: 22,1,61,0.0454545454545455,0.220727618326651,0.263584574934268,0.267528483786153
0.304995617879053,0.239591091679606,School: Minnesota  Group: 3  Total.Revenue: 83619526  Total.Expenses: 83619526  Total.Subsidy: 6961066  Revenue.Less.Expenses: 0  Rank: 23,1,70,0.0454545454545455,0.239591091679606,0.303023663453111,0.306967572304996
0.112182296231376,0.130948000401377,School: Washington  Group: 3  Total.Revenue: 82594783  Total.Expenses: 73833643  Total.Subsidy: 3065500  Revenue.Less.Expenses: 8761140  Rank: 24,1,26,0.0454545454545455,0.130948000401377,0.110210341805434,0.114154250657318
0.519719544259422,0.299022806044955,School: North Carolina  Group: 3  Total.Revenue: 82424430  Total.Expenses: 81921783  Total.Subsidy: 9092082  Revenue.Less.Expenses: 502647  Rank: 25,1,119,0.0454545454545455,0.299022806044955,0.517747589833479,0.521691498685364
0.007011393514461,0.0454545454545455,School: Nebraska  Group: 3  Total.Revenue: 81631252  Total.Expenses: 77037282  Total.Subsidy: 0  Revenue.Less.Expenses: 4593970  Rank: 26,1,2,0.0454545454545455,0.0454545454545455,0.00503943908851884,0.00898334794040316
0.738825591586328,0.411667426081698,School: Virginia  Group: 3  Total.Revenue: 80835566  Total.Expenses: 75437849  Total.Subsidy: 13131129  Revenue.Less.Expenses: 5397717  Rank: 27,1,169,0.0454545454545455,0.411667426081698,0.736853637160386,0.74079754601227
0.169149868536372,0.170710335568853,School: West Virginia  Group: 3  Total.Revenue: 80064869  Total.Expenses: 92968960  Total.Subsidy: 4491240  Revenue.Less.Expenses: -12904091  Rank: 28,1,39,0.0454545454545455,0.170710335568853,0.167177914110429,0.171121822962314
0.134092900964067,0.15527800697814,School: Illinois  Group: 3  Total.Revenue: 78708250  Total.Expenses: 76740736  Total.Subsidy: 3937890  Revenue.Less.Expenses: 1967514  Rank: 29,1,31,0.0454545454545455,0.15527800697814,0.132120946538124,0.136064855390009
0.33567046450482,0.247829531600729,School: Arizona  Group: 3  Total.Revenue: 78024219  Total.Expenses: 76802678  Total.Subsidy: 7256468  Revenue.Less.Expenses: 1221541  Rank: 30,1,77,0.0454545454545455,0.247829531600729,0.333698510078878,0.337642418930762
0.1034180543383,0.123043725405119,School: Indiana  Group: 3  Total.Revenue: 72973954  Total.Expenses: 69915060  Total.Subsidy: 2782080  Revenue.Less.Expenses: 3058894  Rank: 31,1,24,0.0454545454545455,0.123043725405119,0.101446099912358,0.105390008764242
0.0990359333917616,0.12286479015575,School: UCLA  Group: 3  Total.Revenue: 71731776  Total.Expenses: 71731776  Total.Subsidy: 2775664  Revenue.Less.Expenses: 0  Rank: 32,1,23,0.0454545454545455,0.12286479015575,0.0970639789658195,0.101007887817704
0.559158632778265,0.310904318558737,School: California  Group: 3  Total.Revenue: 71183404  Total.Expenses: 68578362  Total.Subsidy: 9518112  Revenue.Less.Expenses: 2605042  Rank: 33,1,128,0.0454545454545455,0.310904318558737,0.557186678352322,0.561130587204207
0.366345311130587,0.259228761186312,School: Virginia Tech  Group: 3  Total.Revenue: 70723748  Total.Expenses: 66970798  Total.Subsidy: 7665205  Revenue.Less.Expenses: 3752950  Rank: 34,1,84,0.0454545454545455,0.259228761186312,0.364373356704645,0.368317265556529
0.0245398773006135,0.0454545454545455,School: Purdue  Group: 3  Total.Revenue: 70624394  Total.Expenses: 68056269  Total.Subsidy: 0  Revenue.Less.Expenses: 2568125  Rank: 35,1,6,0.0454545454545455,0.0454545454545455,0.0225679228746713,0.0265118317265557
0.107800175284838,0.124942764983554,School: Kansas  Group: 3  Total.Revenue: 70228913  Total.Expenses: 78973441  Total.Subsidy: 2850173  Revenue.Less.Expenses: -8744528  Rank: 36,1,25,0.0454545454545455,0.124942764983554,0.105828220858896,0.10977212971078
0.212971078001753,0.193731850245699,School: Clemson  Group: 3  Total.Revenue: 70002280  Total.Expenses: 67783797  Total.Subsidy: 5316712  Revenue.Less.Expenses: 2218483  Rank: 37,1,49,0.0454545454545455,0.193731850245699,0.210999123575811,0.214943032427695
0.138475021910605,0.157010187205427,School: Mississippi State  Group: 3  Total.Revenue: 69828880  Total.Expenses: 67926160  Total.Subsidy: 4e+06  Revenue.Less.Expenses: 1902720  Rank: 38,1,32,0.0454545454545455,0.157010187205427,0.136503067484663,0.140446976336547
0.848378615249781,0.526373259711072,School: Maryland  Group: 3  Total.Revenue: 68142660  Total.Expenses: 68109639  Total.Subsidy: 17244084  Revenue.Less.Expenses: 33021  Rank: 39,1,194,0.0454545454545455,0.526373259711072,0.846406660823839,0.850350569675723
0.12532865907099,0.150148929570628,School: Texas Tech  Group: 3  Total.Revenue: 67928350  Total.Expenses: 60346836  Total.Subsidy: 3753979  Revenue.Less.Expenses: 7581514  Rank: 40,1,29,0.0454545454545455,0.150148929570628,0.123356704645048,0.127300613496933
0.992988606485539,0.826234043847949,School: Rutgers  Group: 3  Total.Revenue: 64038720  Total.Expenses: 64038720  Total.Subsidy: 27996056  Revenue.Less.Expenses: 0  Rank: 41,1,227,0.0454545454545455,0.826234043847949,0.991016652059597,0.994960560911481
0.857142857142857,0.527372491483145,School: Connecticut  Group: 3  Total.Revenue: 63566909  Total.Expenses: 63828620  Total.Subsidy: 17279913  Revenue.Less.Expenses: -261711  Rank: 42,1,196,0.0454545454545455,0.527372491483145,0.855170902716915,0.859114811568799
0.0946538124452235,0.121756735855149,School: Kansas State  Group: 3  Total.Revenue: 63271615  Total.Expenses: 50994785  Total.Subsidy: 2735933  Revenue.Less.Expenses: 12276830  Rank: 43,1,22,0.0454545454545455,0.121756735855149,0.0926818580192813,0.0966257668711657
0.287467134092901,0.238299165792489,School: Georgia Tech  Group: 3  Total.Revenue: 63184163  Total.Expenses: 61179789  Total.Subsidy: 6914742  Revenue.Less.Expenses: 2004374  Rank: 44,1,66,0.0454545454545455,0.238299165792489,0.285495179666959,0.289439088518843
0.607361963190184,0.333933000685565,School: Arizona State  Group: 3  Total.Revenue: 59855508  Total.Expenses: 65587903  Total.Subsidy: 10343841  Revenue.Less.Expenses: -5732395  Rank: 45,1,139,0.0454545454545455,0.333933000685565,0.605390008764242,0.609333917616126
0.226117440841367,0.196799295726923,School: North Carolina State  Group: 3  Total.Revenue: 59757911  Total.Expenses: 56332313  Total.Subsidy: 5426700  Revenue.Less.Expenses: 3425598  Rank: 46,1,52,0.0454545454545455,0.196799295726923,0.224145486415425,0.228089395267309
0.997370727432077,0.954545454545455,School: Nevada-Las Vegas  Group: 3  Total.Revenue: 58806533  Total.Expenses: 58691671  Total.Subsidy: 32596860  Revenue.Less.Expenses: 114862  Rank: 47,1,228,0.0454545454545455,0.954545454545455,0.995398773006135,0.999342681858019
0.892199824715162,0.567741856675208,School: Oregon State  Group: 3  Total.Revenue: 58706837  Total.Expenses: 57819032  Total.Subsidy: 18727419  Revenue.Less.Expenses: 887805  Rank: 48,1,204,0.0454545454545455,0.567741856675208,0.89022787028922,0.894171779141104
0.817703768624014,0.489317599079398,School: Colorado  Group: 3  Total.Revenue: 57098868  Total.Expenses: 54257246  Total.Subsidy: 15915396  Revenue.Less.Expenses: 2841622  Rank: 49,1,187,0.0454545454545455,0.489317599079398,0.815731814198072,0.819675723049956
0.0508326029798422,0.0934638824386487,School: Iowa State  Group: 3  Total.Revenue: 55151017  Total.Expenses: 55113720  Total.Subsidy: 1721449  Revenue.Less.Expenses: 37297  Rank: 50,1,12,0.0454545454545455,0.0934638824386487,0.0488606485539001,0.0528045574057844
0.0683610867659947,0.105867949467302,School: Mississippi  Group: 3  Total.Revenue: 51858993  Total.Expenses: 51708064  Total.Subsidy: 2166216  Revenue.Less.Expenses: 150929  Rank: 51,1,16,0.0454545454545455,0.105867949467302,0.0663891323400526,0.0703330411919369
0.0552147239263804,0.0994459142829875,School: Missouri  Group: 3  Total.Revenue: 50719665  Total.Expenses: 66980889  Total.Subsidy: 1935944  Revenue.Less.Expenses: -16261224  Rank: 52,1,13,0.0454545454545455,0.0994459142829875,0.0532427695004382,0.0571866783523225
0.822085889570552,0.505898086223921,School: Cincinnati  Group: 2  Total.Revenue: 48892291  Total.Expenses: 49868204  Total.Subsidy: 16509915  Revenue.Less.Expenses: -975913  Rank: 53,1,188,0.0454545454545455,0.505898086223921,0.82011393514461,0.824057843996494
0.900964066608238,0.570707172966409,School: Memphis  Group: 2  Total.Revenue: 46783503  Total.Expenses: 46786144  Total.Subsidy: 18833745  Revenue.Less.Expenses: -2641  Rank: 54,1,206,0.0454545454545455,0.570707172966409,0.898992112182296,0.90293602103418
0.988606485539001,0.812499703680327,School: Air Force  Group: 2  Total.Revenue: 44490055  Total.Expenses: 43156740  Total.Subsidy: 27503590  Revenue.Less.Expenses: 1333315  Rank: 55,1,226,0.0454545454545455,0.812499703680327,0.986634531113059,0.990578439964943
0.830850131463628,0.510882810631007,School: South Florida  Group: 2  Total.Revenue: 43574400  Total.Expenses: 43067025  Total.Subsidy: 16688650  Revenue.Less.Expenses: 507375  Rank: 56,1,190,0.0454545454545455,0.510882810631007,0.828878177037686,0.832822085889571
0.642418930762489,0.347798864954812,School: Boise State  Group: 2  Total.Revenue: 43440905  Total.Expenses: 43172225  Total.Subsidy: 10841023  Revenue.Less.Expenses: 268680  Rank: 57,1,147,0.0454545454545455,0.347798864954812,0.640446976336547,0.644390885188431
0.870289219982472,0.549750664774014,School: New Mexico  Group: 2  Total.Revenue: 43284573  Total.Expenses: 44321779  Total.Subsidy: 18082317  Revenue.Less.Expenses: -1037206  Rank: 58,1,199,0.0454545454545455,0.549750664774014,0.868317265556529,0.872261174408414
0.484662576687117,0.290660176805652,School: Washington State  Group: 2  Total.Revenue: 42729548  Total.Expenses: 47962255  Total.Subsidy: 8792227  Revenue.Less.Expenses: -5232707  Rank: 59,1,111,0.0454545454545455,0.290660176805652,0.482690622261174,0.486634531113059
0.962313759859772,0.670512156971282,School: Central Florida  Group: 2  Total.Revenue: 40993870  Total.Expenses: 40009614  Total.Subsidy: 22412407  Revenue.Less.Expenses: 984256  Rank: 60,1,220,0.0454545454545455,0.670512156971282,0.96034180543383,0.964285714285714
0.581069237510955,0.32385567756582,School: Utah  Group: 2  Total.Revenue: 40838218  Total.Expenses: 43719503  Total.Subsidy: 9982503  Revenue.Less.Expenses: -2881285  Rank: 61,1,133,0.0454545454545455,0.32385567756582,0.579097283085013,0.583041191936897
0.835232252410167,0.516195954847408,School: San Diego State  Group: 2  Total.Revenue: 38003291  Total.Expenses: 39017254  Total.Subsidy: 16879161  Revenue.Less.Expenses: -1013963  Rank: 62,1,191,0.0454545454545455,0.516195954847408,0.833260297984224,0.837204206836109
0.75635407537248,0.426065131872992,School: Hawaii  Group: 2  Total.Revenue: 37879740  Total.Expenses: 40319775  Total.Subsidy: 13647381  Revenue.Less.Expenses: -2440035  Rank: 63,1,173,0.0454545454545455,0.426065131872992,0.754382120946538,0.758326029798422
0.957931638913234,0.640711489611967,School: Houston  Group: 2  Total.Revenue: 36652492  Total.Expenses: 36395207  Total.Subsidy: 21343858  Revenue.Less.Expenses: 257285  Rank: 64,1,219,0.0454545454545455,0.640711489611967,0.955959684487292,0.959903593339176
0.765118317265557,0.44670708104456,School: East Carolina  Group: 2  Total.Revenue: 35575172  Total.Expenses: 33623495  Total.Subsidy: 14387530  Revenue.Less.Expenses: 1951677  Rank: 65,1,175,0.0454545454545455,0.44670708104456,0.763146362839614,0.767090271691499
0.979842243645925,0.771260232371517,School: Old Dominion  Group: 2  Total.Revenue: 35247421  Total.Expenses: 34375037  Total.Subsidy: 26024885  Revenue.Less.Expenses: 872384  Rank: 66,1,224,0.0454545454545455,0.771260232371517,0.977870289219983,0.981814198071867
0.984224364592463,0.806778516815312,School: James Madison  Group: 2  Total.Revenue: 34595223  Total.Expenses: 34595223  Total.Subsidy: 27298448  Revenue.Less.Expenses: 0  Rank: 67,1,225,0.0454545454545455,0.806778516815312,0.982252410166521,0.986196319018405
0.655565293602103,0.356753854651812,School: Army  Group: 2  Total.Revenue: 31498762  Total.Expenses: 26301738  Total.Subsidy: 11162118  Revenue.Less.Expenses: 5197024  Rank: 68,1,150,0.0454545454545455,0.356753854651812,0.653593339176161,0.657537248028046
0.96669588080631,0.699025388558061,School: Delaware  Group: 2  Total.Revenue: 31115528  Total.Expenses: 31115528  Total.Subsidy: 23434793  Revenue.Less.Expenses: 0  Rank: 69,1,221,0.0454545454545455,0.699025388558061,0.964723926380368,0.968667835232252
0.791411042944785,0.461619616122534,School: Colorado State  Group: 2  Total.Revenue: 30802879  Total.Expenses: 30161147  Total.Subsidy: 14922242  Revenue.Less.Expenses: 641732  Rank: 70,1,181,0.0454545454545455,0.461619616122534,0.789439088518843,0.793382997370727
0.73444347063979,0.409166069704539,School: Fresno State  Group: 2  Total.Revenue: 30724143  Total.Expenses: 30174803  Total.Subsidy: 13041439  Revenue.Less.Expenses: 549340  Rank: 71,1,168,0.0454545454545455,0.409166069704539,0.732471516213848,0.736415425065732
0.795793163891323,0.470196125415984,School: Wyoming  Group: 2  Total.Revenue: 30266873  Total.Expenses: 30476152  Total.Subsidy: 15229766  Revenue.Less.Expenses: -209279  Rank: 72,1,182,0.0454545454545455,0.470196125415984,0.793821209465381,0.797765118317265
0.975460122699387,0.725265506610704,School: Massachusetts  Group: 2  Total.Revenue: 29762217  Total.Expenses: 29465734  Total.Subsidy: 24375673  Revenue.Less.Expenses: 296483  Rank: 73,1,223,0.0454545454545455,0.725265506610704,0.973488168273444,0.977432077125329
0.773882559158633,0.44922952143801,School: Marshall  Group: 2  Total.Revenue: 29203535  Total.Expenses: 26816730  Total.Subsidy: 14477976  Revenue.Less.Expenses: 2386805  Rank: 74,1,177,0.0454545454545455,0.44922952143801,0.771910604732691,0.775854513584575
0.971078001752848,0.72312508851243,School: Eastern Michigan  Group: 2  Total.Revenue: 29062905  Total.Expenses: 27798118  Total.Subsidy: 24298925  Revenue.Less.Expenses: 1264787  Rank: 75,1,222,0.0454545454545455,0.72312508851243,0.969106047326906,0.973049956178791
0.940403155127082,0.62195683878754,School: Ohio  Group: 2  Total.Revenue: 28671520  Total.Expenses: 24408346  Total.Subsidy: 20671381  Revenue.Less.Expenses: 4263174  Rank: 76,1,215,0.0454545454545455,0.62195683878754,0.938431200701139,0.942375109553024
0.914110429447853,0.580832911234674,School: New Mexico State  Group: 2  Total.Revenue: 28559494  Total.Expenses: 27426388  Total.Subsidy: 19196819  Revenue.Less.Expenses: 1133106  Rank: 77,1,209,0.0454545454545455,0.580832911234674,0.912138475021911,0.916082383873795
0.931638913234005,0.602796292760602,School: Miami Ohio  Group: 2  Total.Revenue: 28121483  Total.Expenses: 27832911  Total.Subsidy: 19984350  Revenue.Less.Expenses: 288572  Rank: 78,1,213,0.0454545454545455,0.602796292760602,0.929666958808063,0.933610867659947
0.8965819456617,0.568059427698362,School: Alabama at Birmingham  Group: 2  Total.Revenue: 28114179  Total.Expenses: 27412637  Total.Subsidy: 18738806  Revenue.Less.Expenses: 701542  Rank: 79,1,205,0.0454545454545455,0.568059427698362,0.894609991235758,0.898553900087642
0.927256792287467,0.597733981404678,School: Western Michigan  Group: 2  Total.Revenue: 27899949  Total.Expenses: 27817159  Total.Subsidy: 19802833  Revenue.Less.Expenses: 82790  Rank: 80,1,212,0.0454545454545455,0.597733981404678,0.925284837861525,0.929228746713409
0.936021034180543,0.60656676189614,School: Buffalo  Group: 2  Total.Revenue: 27480211  Total.Expenses: 27478169  Total.Subsidy: 20119546  Revenue.Less.Expenses: 2042  Rank: 81,1,214,0.0454545454545455,0.60656676189614,0.934049079754601,0.937992988606486
0.787028921998247,0.460602396003229,School: Texas-El Paso  Group: 2  Total.Revenue: 27230937  Total.Expenses: 27092238  Total.Subsidy: 14885768  Revenue.Less.Expenses: 138699  Rank: 82,1,180,0.0454545454545455,0.460602396003229,0.785056967572305,0.789000876424189
0.918492550394391,0.584992430670818,School: Akron  Group: 2  Total.Revenue: 27217473  Total.Expenses: 27225730  Total.Subsidy: 19345965  Revenue.Less.Expenses: -8257  Rank: 83,1,210,0.0454545454545455,0.584992430670818,0.916520595968449,0.920464504820333
0.905346187554777,0.575704029049535,School: Texas State  Group: 2  Total.Revenue: 26886756  Total.Expenses: 25439818  Total.Subsidy: 19012915  Revenue.Less.Expenses: 1446938  Rank: 84,1,207,0.0454545454545455,0.575704029049535,0.903374233128834,0.907318141980719
0.909728308501315,0.580641732753623,School: Middle Tennessee State  Group: 2  Total.Revenue: 26555473  Total.Expenses: 26450723  Total.Subsidy: 19189964  Revenue.Less.Expenses: 104750  Rank: 85,1,208,0.0454545454545455,0.580641732753623,0.907756354075373,0.911700262927257
0.87467134092901,0.54993138491365,School: Stony Brook  Group: 2  Total.Revenue: 25938411  Total.Expenses: 23875960  Total.Subsidy: 18088797  Revenue.Less.Expenses: 2062451  Rank: 86,1,200,0.0454545454545455,0.54993138491365,0.872699386503068,0.876643295354952
0.865907099035933,0.538966441441404,School: Western Kentucky  Group: 2  Total.Revenue: 25770262  Total.Expenses: 25770262  Total.Subsidy: 17695632  Revenue.Less.Expenses: 0  Rank: 87,1,198,0.0454545454545455,0.538966441441404,0.863935144609991,0.867879053461876
0.852760736196319,0.526843634074515,School: Central Michigan  Group: 2  Total.Revenue: 25738861  Total.Expenses: 25738861  Total.Subsidy: 17260950  Revenue.Less.Expenses: 0  Rank: 88,1,195,0.0454545454545455,0.526843634074515,0.850788781770377,0.854732690622261
0.922874671340929,0.59640434971065,School: Rhode Island  Group: 2  Total.Revenue: 25719036  Total.Expenses: 25016244  Total.Subsidy: 19755157  Revenue.Less.Expenses: 702792  Rank: 89,1,211,0.0454545454545455,0.59640434971065,0.920902716914987,0.924846625766871
0.94478527607362,0.625872609146458,School: California-Davis  Group: 2  Total.Revenue: 25554765  Total.Expenses: 26984595  Total.Subsidy: 20811787  Revenue.Less.Expenses: -1429830  Rank: 90,1,216,0.0454545454545455,0.625872609146458,0.942813321647678,0.946757230499562
0.949167397020158,0.631454518792747,School: Florida International  Group: 2  Total.Revenue: 25201564  Total.Expenses: 27428271  Total.Subsidy: 21011935  Revenue.Less.Expenses: -2226707  Rank: 91,1,217,0.0454545454545455,0.631454518792747,0.947195442594216,0.9511393514461
0.953549517966696,0.638650889575365,School: Georgia State  Group: 2  Total.Revenue: 24540533  Total.Expenses: 25943332  Total.Subsidy: 21269972  Revenue.Less.Expenses: -1402799  Rank: 92,1,218,0.0454545454545455,0.638650889575365,0.951577563540754,0.955521472392638
0.82646801051709,0.508339760332744,School: New Hampshire  Group: 2  Total.Revenue: 24436579  Total.Expenses: 24716355  Total.Subsidy: 16597465  Revenue.Less.Expenses: -279776  Rank: 93,1,189,0.0454545454545455,0.508339760332744,0.824496056091148,0.828439964943032
0.813321647677476,0.489106982027773,School: San Jose State  Group: 2  Total.Revenue: 23918785  Total.Expenses: 23505166  Total.Subsidy: 15907844  Revenue.Less.Expenses: 413619  Rank: 94,1,186,0.0454545454545455,0.489106982027773,0.811349693251534,0.815293602103418
0.839614373356705,0.51986030667873,School: Northern Illinois  Group: 2  Total.Revenue: 23504505  Total.Expenses: 23863877  Total.Subsidy: 17010552  Revenue.Less.Expenses: -359372  Rank: 95,1,192,0.0454545454545455,0.51986030667873,0.837642418930763,0.841586327782647
0.760736196319018,0.434120787875107,School: Florida Atlantic  Group: 2  Total.Revenue: 23226481  Total.Expenses: 20020133  Total.Subsidy: 13936229  Revenue.Less.Expenses: 3206348  Rank: 96,1,174,0.0454545454545455,0.434120787875107,0.758764241893076,0.762708150744961
0.861524978089395,0.52976720066679,School: Kent State  Group: 2  Total.Revenue: 22903668  Total.Expenses: 22735640  Total.Subsidy: 17365779  Revenue.Less.Expenses: 168028  Rank: 97,1,197,0.0454545454545455,0.52976720066679,0.859553023663453,0.863496932515337
0.887817703768624,0.566116965086375,School: Towson  Group: 2  Total.Revenue: 22864015  Total.Expenses: 25037059  Total.Subsidy: 18669156  Revenue.Less.Expenses: -2173044  Rank: 98,1,203,0.0454545454545455,0.566116965086375,0.885845749342682,0.889789658194566
0.843996494303243,0.525149884765811,School: Virginia Commonwealth  Group: 2  Total.Revenue: 22779145  Total.Expenses: 23760993  Total.Subsidy: 17200218  Revenue.Less.Expenses: -981848  Rank: 99,1,193,0.0454545454545455,0.525149884765811,0.842024539877301,0.845968448729185
0.651183172655565,0.35621788557102,School: Montana State  Group: 2  Total.Revenue: 22572300  Total.Expenses: 22583025  Total.Subsidy: 11142900  Revenue.Less.Expenses: -10725  Rank: 100,1,149,0.0454545454545455,0.35621788557102,0.649211218229623,0.653155127081507
0.291849255039439,0.238301201682951,School: Wichita State  Group: 2  Total.Revenue: 22478476  Total.Expenses: 21564660  Total.Subsidy: 6914815  Revenue.Less.Expenses: 913816  Rank: 101,1,67,0.0454545454545455,0.238301201682951,0.289877300613497,0.293821209465381
0.751971954425942,0.425631989204984,School: Texas-San Antonio  Group: 2  Total.Revenue: 22308205  Total.Expenses: 21223077  Total.Subsidy: 13631850  Revenue.Less.Expenses: 1085128  Rank: 102,1,172,0.0454545454545455,0.425631989204984,0.75,0.753943908851884
0.879053461875548,0.555813100347144,School: Coastal Carolina  Group: 2  Total.Revenue: 22292597  Total.Expenses: 22174271  Total.Subsidy: 18299695  Revenue.Less.Expenses: 118326  Rank: 103,1,201,0.0454545454545455,0.555813100347144,0.877081507449606,0.88102541630149
0.493426818580193,0.292259828930539,School: Nevada  Group: 2  Total.Revenue: 21531926  Total.Expenses: 22177509  Total.Subsidy: 8849585  Revenue.Less.Expenses: -645583  Rank: 104,1,113,0.0454545454545455,0.292259828930539,0.491454864154251,0.495398773006135
0.445223488168273,0.275929700535015,School: Southern Mississippi  Group: 2  Total.Revenue: 21526695  Total.Expenses: 21914136  Total.Subsidy: 8264043  Revenue.Less.Expenses: -387441  Rank: 105,1,102,0.0454545454545455,0.275929700535015,0.443251533742331,0.447195442594216
