size,fill,x,y,clickSelects,PANEL,group
3.36,#00BFC4,0.15527800697814,0.351365081744149,School: Illinois  Group: 3  Total.Revenue: 78708250  Total.Expenses: 76740736  Total.Subsidy: 3937890  Revenue.Less.Expenses: 1967514  Rank: 29,1,74
3.34,#00BFC4,0.247829531600729,0.338846332476505,School: Arizona  Group: 3  Total.Revenue: 78024219  Total.Expenses: 76802678  Total.Subsidy: 7256468  Revenue.Less.Expenses: 1221541  Rank: 30,1,10
3.18,#00BFC4,0.123043725405119,0.369680372747604,School: Indiana  Group: 3  Total.Revenue: 72973954  Total.Expenses: 69915060  Total.Subsidy: 2782080  Revenue.Less.Expenses: 3058894  Rank: 31,1,78
3.14,#00BFC4,0.12286479015575,0.318346709166886,School: UCLA  Group: 3  Total.Revenue: 71731776  Total.Expenses: 71731776  Total.Subsidy: 2775664  Revenue.Less.Expenses: 0  Rank: 32,1,203
3.13,#00BFC4,0.310904318558737,0.362063931679873,School: California  Group: 3  Total.Revenue: 71183404  Total.Expenses: 68578362  Total.Subsidy: 9518112  Revenue.Less.Expenses: 2605042  Rank: 33,1,28
3.11,#00BFC4,0.259228761186312,0.381327862726067,School: Virginia Tech  Group: 3  Total.Revenue: 70723748  Total.Expenses: 66970798  Total.Subsidy: 7665205  Revenue.Less.Expenses: 3752950  Rank: 34,1,210
3.11,#00BFC4,0.0454545454545455,0.361444398980012,School: Purdue  Group: 3  Total.Revenue: 70624394  Total.Expenses: 68056269  Total.Subsidy: 0  Revenue.Less.Expenses: 2568125  Rank: 35,1,160
3.1,#00BFC4,0.124942764983554,0.171598028590126,School: Kansas  Group: 3  Total.Revenue: 70228913  Total.Expenses: 78973441  Total.Subsidy: 2850173  Revenue.Less.Expenses: -8744528  Rank: 36,1,85
3.09,#00BFC4,0.193731850245699,0.355576786437149,School: Clemson  Group: 3  Total.Revenue: 70002280  Total.Expenses: 67783797  Total.Subsidy: 5316712  Revenue.Less.Expenses: 2218483  Rank: 37,1,40
3.08,#00BFC4,0.157010187205427,0.350277723568923,School: Mississippi State  Group: 3  Total.Revenue: 69828880  Total.Expenses: 67926160  Total.Subsidy: 4e+06  Revenue.Less.Expenses: 1902720  Rank: 38,1,112
3.03,#00BFC4,0.526373259711072,0.318900860080615,School: Maryland  Group: 3  Total.Revenue: 68142660  Total.Expenses: 68109639  Total.Subsidy: 17244084  Revenue.Less.Expenses: 33021  Rank: 39,1,102
3.02,#00BFC4,0.150148929570628,0.445577953240235,School: Texas Tech  Group: 3  Total.Revenue: 67928350  Total.Expenses: 60346836  Total.Subsidy: 3753979  Revenue.Less.Expenses: 7581514  Rank: 40,1,199
2.9,#00BFC4,0.826234043847949,0.318346709166886,School: Rutgers  Group: 3  Total.Revenue: 64038720  Total.Expenses: 64038720  Total.Subsidy: 27996056  Revenue.Less.Expenses: 0  Rank: 41,1,163
2.89,#00BFC4,0.527372491483145,0.313954734672388,School: Connecticut  Group: 3  Total.Revenue: 63566909  Total.Expenses: 63828620  Total.Subsidy: 17279913  Revenue.Less.Expenses: -261711  Rank: 42,1,46
2.88,#00BFC4,0.121756735855149,0.524373678737478,School: Kansas State  Group: 3  Total.Revenue: 63271615  Total.Expenses: 50994785  Total.Subsidy: 2735933  Revenue.Less.Expenses: 12276830  Rank: 43,1,86
2.88,#00BFC4,0.238299165792489,0.351983657882971,School: Georgia Tech  Group: 3  Total.Revenue: 63184163  Total.Expenses: 61179789  Total.Subsidy: 6914742  Revenue.Less.Expenses: 2004374  Rank: 44,1,67
2.77,#00BFC4,0.333933000685565,0.222146959701298,School: Arizona State  Group: 3  Total.Revenue: 59855508  Total.Expenses: 65587903  Total.Subsidy: 10343841  Revenue.Less.Expenses: -5732395  Rank: 45,1,11
2.77,#00BFC4,0.196799295726923,0.375834315894932,School: North Carolina State  Group: 3  Total.Revenue: 59757911  Total.Expenses: 56332313  Total.Subsidy: 5426700  Revenue.Less.Expenses: 3425598  Rank: 46,1,137
2.74,#00BFC4,0.954545454545455,0.320274297133716,School: Nevada-Las Vegas  Group: 3  Total.Revenue: 58806533  Total.Expenses: 58691671  Total.Subsidy: 32596860  Revenue.Less.Expenses: 114862  Rank: 47,1,123
2.74,#00BFC4,0.567741856675208,0.333245650808957,School: Oregon State  Group: 3  Total.Revenue: 58706837  Total.Expenses: 57819032  Total.Subsidy: 18727419  Revenue.Less.Expenses: 887805  Rank: 48,1,156
2.69,#00BFC4,0.489317599079398,0.366034163446625,School: Colorado  Group: 3  Total.Revenue: 57098868  Total.Expenses: 54257246  Total.Subsidy: 15915396  Revenue.Less.Expenses: 2841622  Rank: 49,1,44
2.62,#00BFC4,0.0934638824386487,0.318972618940344,School: Iowa State  Group: 3  Total.Revenue: 55151017  Total.Expenses: 55113720  Total.Subsidy: 1721449  Revenue.Less.Expenses: 37297  Rank: 50,1,81
2.52,#00BFC4,0.105867949467302,0.320879565326849,School: Mississippi  Group: 3  Total.Revenue: 51858993  Total.Expenses: 51708064  Total.Subsidy: 2166216  Revenue.Less.Expenses: 150929  Rank: 51,1,111
2.49,#00BFC4,0.0994459142829875,0.0454545454545454,School: Missouri  Group: 3  Total.Revenue: 50719665  Total.Expenses: 66980889  Total.Subsidy: 1935944  Revenue.Less.Expenses: -16261224  Rank: 52,1,115
2.43,#7CAE00,0.505898086223921,0.301969159102697,School: Cincinnati  Group: 2  Total.Revenue: 48892291  Total.Expenses: 49868204  Total.Subsidy: 16509915  Revenue.Less.Expenses: -975913  Rank: 53,1,38
2.36,#7CAE00,0.570707172966409,0.318302388505393,School: Memphis  Group: 2  Total.Revenue: 46783503  Total.Expenses: 46786144  Total.Subsidy: 18833745  Revenue.Less.Expenses: -2641  Rank: 54,1,105
2.29,#7CAE00,0.812499703680327,0.340722098329481,School: Air Force  Group: 2  Total.Revenue: 44490055  Total.Expenses: 43156740  Total.Subsidy: 27503590  Revenue.Less.Expenses: 1333315  Rank: 55,1,1
2.26,#7CAE00,0.510882810631007,0.326861361050628,School: South Florida  Group: 2  Total.Revenue: 43574400  Total.Expenses: 43067025  Total.Subsidy: 16688650  Revenue.Less.Expenses: 507375  Rank: 56,1,175
2.26,#7CAE00,0.347798864954812,0.322855635834782,School: Boise State  Group: 2  Total.Revenue: 43440905  Total.Expenses: 43172225  Total.Subsidy: 10841023  Revenue.Less.Expenses: 268680  Rank: 57,1,21
2.25,#7CAE00,0.549750664774014,0.300940553913418,School: New Mexico  Group: 2  Total.Revenue: 43284573  Total.Expenses: 44321779  Total.Subsidy: 18082317  Revenue.Less.Expenses: -1037206  Rank: 58,1,127
2.24,#7CAE00,0.290660176805652,0.2305326100989,School: Washington State  Group: 2  Total.Revenue: 42729548  Total.Expenses: 47962255  Total.Subsidy: 8792227  Revenue.Less.Expenses: -5232707  Rank: 59,1,213
2.18,#7CAE00,0.670512156971282,0.334864269560055,School: Central Florida  Group: 2  Total.Revenue: 40993870  Total.Expenses: 40009614  Total.Subsidy: 22412407  Revenue.Less.Expenses: 984256  Rank: 60,1,35
2.18,#7CAE00,0.32385567756582,0.269993639439668,School: Utah  Group: 2  Total.Revenue: 40838218  Total.Expenses: 43719503  Total.Subsidy: 9982503  Revenue.Less.Expenses: -2881285  Rank: 61,1,204
2.09,#7CAE00,0.516195954847408,0.301330612654455,School: San Diego State  Group: 2  Total.Revenue: 38003291  Total.Expenses: 39017254  Total.Subsidy: 16879161  Revenue.Less.Expenses: -1013963  Rank: 62,1,166
2.09,#7CAE00,0.426065131872992,0.277398596608825,School: Hawaii  Group: 2  Total.Revenue: 37879740  Total.Expenses: 40319775  Total.Subsidy: 13647381  Revenue.Less.Expenses: -2440035  Rank: 63,1,69
2.05,#7CAE00,0.640711489611967,0.322664407535762,School: Houston  Group: 2  Total.Revenue: 36652492  Total.Expenses: 36395207  Total.Subsidy: 21343858  Revenue.Less.Expenses: 257285  Rank: 64,1,70
2.01,#7CAE00,0.44670708104456,0.351099308811145,School: East Carolina  Group: 2  Total.Revenue: 35575172  Total.Expenses: 33623495  Total.Subsidy: 14387530  Revenue.Less.Expenses: 1951677  Rank: 65,1,50
2,#7CAE00,0.771260232371517,0.332986859093363,School: Old Dominion  Group: 2  Total.Revenue: 35247421  Total.Expenses: 34375037  Total.Subsidy: 26024885  Revenue.Less.Expenses: 872384  Rank: 66,1,154
1.98,#7CAE00,0.806778516815312,0.318346709166886,School: James Madison  Group: 2  Total.Revenue: 34595223  Total.Expenses: 34595223  Total.Subsidy: 27298448  Revenue.Less.Expenses: 0  Rank: 67,1,84
1.89,#7CAE00,0.356753854651812,0.405561984242426,School: Army  Group: 2  Total.Revenue: 31498762  Total.Expenses: 26301738  Total.Subsidy: 11162118  Revenue.Less.Expenses: 5197024  Rank: 68,1,16
1.87,#7CAE00,0.699025388558061,0.318346709166886,School: Delaware  Group: 2  Total.Revenue: 31115528  Total.Expenses: 31115528  Total.Subsidy: 23434793  Revenue.Less.Expenses: 0  Rank: 69,1,48
1.86,#7CAE00,0.461619616122534,0.329116109674711,School: Colorado State  Group: 2  Total.Revenue: 30802879  Total.Expenses: 30161147  Total.Subsidy: 14922242  Revenue.Less.Expenses: 641732  Rank: 70,1,45
1.86,#7CAE00,0.409166069704539,0.327565608138682,School: Fresno State  Group: 2  Total.Revenue: 30724143  Total.Expenses: 30174803  Total.Subsidy: 13041439  Revenue.Less.Expenses: 549340  Rank: 71,1,62
1.85,#7CAE00,0.470196125415984,0.314834636574469,School: Wyoming  Group: 2  Total.Revenue: 30266873  Total.Expenses: 30476152  Total.Subsidy: 15229766  Revenue.Less.Expenses: -209279  Rank: 72,1,227
1.83,#7CAE00,0.725265506610704,0.323322219458973,School: Massachusetts  Group: 2  Total.Revenue: 29762217  Total.Expenses: 29465734  Total.Subsidy: 24375673  Revenue.Less.Expenses: 296483  Rank: 73,1,103
1.81,#7CAE00,0.44922952143801,0.358401527968314,School: Marshall  Group: 2  Total.Revenue: 29203535  Total.Expenses: 26816730  Total.Subsidy: 14477976  Revenue.Less.Expenses: 2386805  Rank: 74,1,99
1.81,#7CAE00,0.72312508851243,0.339572077015287,School: Eastern Michigan  Group: 2  Total.Revenue: 29062905  Total.Expenses: 27798118  Total.Subsidy: 24298925  Revenue.Less.Expenses: 1264787  Rank: 75,1,54
1.8,#7CAE00,0.62195683878754,0.389890325880007,School: Ohio  Group: 2  Total.Revenue: 28671520  Total.Expenses: 24408346  Total.Subsidy: 20671381  Revenue.Less.Expenses: 4263174  Rank: 76,1,150
1.79,#7CAE00,0.580832911234674,0.337362236414739,School: New Mexico State  Group: 2  Total.Revenue: 28559494  Total.Expenses: 27426388  Total.Subsidy: 19196819  Revenue.Less.Expenses: 1133106  Rank: 77,1,128
1.78,#7CAE00,0.602796292760602,0.323189458855766,School: Miami Ohio  Group: 2  Total.Revenue: 28121483  Total.Expenses: 27832911  Total.Subsidy: 19984350  Revenue.Less.Expenses: 288572  Rank: 78,1,106
1.78,#7CAE00,0.568059427698362,0.330119827495192,School: Alabama at Birmingham  Group: 2  Total.Revenue: 28114179  Total.Expenses: 27412637  Total.Subsidy: 18738806  Revenue.Less.Expenses: 701542  Rank: 79,1,5
1.77,#7CAE00,0.597733981404678,0.319736072122205,School: Western Michigan  Group: 2  Total.Revenue: 27899949  Total.Expenses: 27817159  Total.Subsidy: 19802833  Revenue.Less.Expenses: 82790  Rank: 80,1,219
1.76,#7CAE00,0.60656676189614,0.318380977546579,School: Buffalo  Group: 2  Total.Revenue: 27480211  Total.Expenses: 27478169  Total.Subsidy: 20119546  Revenue.Less.Expenses: 2042  Rank: 81,1,23
1.75,#7CAE00,0.460602396003229,0.320674324247691,School: Texas-El Paso  Group: 2  Total.Revenue: 27230937  Total.Expenses: 27092238  Total.Subsidy: 14885768  Revenue.Less.Expenses: 138699  Rank: 82,1,192
1.75,#7CAE00,0.584992430670818,0.318208142070352,School: Akron  Group: 2  Total.Revenue: 27217473  Total.Expenses: 27225730  Total.Subsidy: 19345965  Revenue.Less.Expenses: -8257  Rank: 83,1,2
1.74,#7CAE00,0.575704029049535,0.342628893680033,School: Texas State  Group: 2  Total.Revenue: 26886756  Total.Expenses: 25439818  Total.Subsidy: 19012915  Revenue.Less.Expenses: 1446938  Rank: 84,1,198
1.73,#7CAE00,0.580641732753623,0.320104599848969,School: Middle Tennessee State  Group: 2  Total.Revenue: 26555473  Total.Expenses: 26450723  Total.Subsidy: 19189964  Revenue.Less.Expenses: 104750  Rank: 85,1,109
1.71,#7CAE00,0.54993138491365,0.352958292891499,School: Stony Brook  Group: 2  Total.Revenue: 25938411  Total.Expenses: 23875960  Total.Subsidy: 18088797  Revenue.Less.Expenses: 2062451  Rank: 86,1,184
1.71,#7CAE00,0.538966441441404,0.318346709166886,School: Western Kentucky  Group: 2  Total.Revenue: 25770262  Total.Expenses: 25770262  Total.Subsidy: 17695632  Revenue.Less.Expenses: 0  Rank: 87,1,218
1.71,#7CAE00,0.526843634074515,0.318346709166886,School: Central Michigan  Group: 2  Total.Revenue: 25738861  Total.Expenses: 25738861  Total.Subsidy: 17260950  Revenue.Less.Expenses: 0  Rank: 88,1,36
1.71,#7CAE00,0.59640434971065,0.330140804710968,School: Rhode Island  Group: 2  Total.Revenue: 25719036  Total.Expenses: 25016244  Total.Subsidy: 19755157  Revenue.Less.Expenses: 702792  Rank: 89,1,162
1.7,#7CAE00,0.625872609146458,0.294351627219745,School: California-Davis  Group: 2  Total.Revenue: 25554765  Total.Expenses: 26984595  Total.Subsidy: 20811787  Revenue.Less.Expenses: -1429830  Rank: 90,1,24
1.69,#7CAE00,0.631454518792747,0.280978618598586,School: Florida International  Group: 2  Total.Revenue: 25201564  Total.Expenses: 27428271  Total.Subsidy: 21011935  Revenue.Less.Expenses: -2226707  Rank: 91,1,60
1.67,#7CAE00,0.638650889575365,0.294805255315472,School: Georgia State  Group: 2  Total.Revenue: 24540533  Total.Expenses: 25943332  Total.Subsidy: 21269972  Revenue.Less.Expenses: -1402799  Rank: 92,1,66
1.67,#7CAE00,0.508339760332744,0.313651571949984,School: New Hampshire  Group: 2  Total.Revenue: 24436579  Total.Expenses: 24716355  Total.Subsidy: 16597465  Revenue.Less.Expenses: -279776  Rank: 93,1,125
1.65,#7CAE00,0.489106982027773,0.325287969176744,School: San Jose State  Group: 2  Total.Revenue: 23918785  Total.Expenses: 23505166  Total.Subsidy: 15907844  Revenue.Less.Expenses: 413619  Rank: 94,1,167
1.64,#7CAE00,0.51986030667873,0.312315809976417,School: Northern Illinois  Group: 2  Total.Revenue: 23504505  Total.Expenses: 23863877  Total.Subsidy: 17010552  Revenue.Less.Expenses: -359372  Rank: 95,1,146
1.63,#7CAE00,0.434120787875107,0.372154912247708,School: Florida Atlantic  Group: 2  Total.Revenue: 23226481  Total.Expenses: 20020133  Total.Subsidy: 13936229  Revenue.Less.Expenses: 3206348  Rank: 96,1,58
1.62,#7CAE00,0.52976720066679,0.321166516856901,School: Kent State  Group: 2  Total.Revenue: 22903668  Total.Expenses: 22735640  Total.Subsidy: 17365779  Revenue.Less.Expenses: 168028  Rank: 97,1,88
1.62,#7CAE00,0.566116965086375,0.281879178862764,School: Towson  Group: 2  Total.Revenue: 22864015  Total.Expenses: 25037059  Total.Subsidy: 18669156  Revenue.Less.Expenses: -2173044  Rank: 98,1,201
1.61,#7CAE00,0.525149884765811,0.301869559282189,School: Virginia Commonwealth  Group: 2  Total.Revenue: 22779145  Total.Expenses: 23760993  Total.Subsidy: 17200218  Revenue.Less.Expenses: -981848  Rank: 99,1,209
1.61,#7CAE00,0.35621788557102,0.318166724655523,School: Montana State  Group: 2  Total.Revenue: 22572300  Total.Expenses: 22583025  Total.Subsidy: 11142900  Revenue.Less.Expenses: -10725  Rank: 100,1,118
1.6,#7CAE00,0.238301201682951,0.33368216149661,School: Wichita State  Group: 2  Total.Revenue: 22478476  Total.Expenses: 21564660  Total.Subsidy: 6914815  Revenue.Less.Expenses: 913816  Rank: 101,1,220
1.6,#7CAE00,0.425631989204984,0.336557080527913,School: Texas-San Antonio  Group: 2  Total.Revenue: 22308205  Total.Expenses: 21223077  Total.Subsidy: 13631850  Revenue.Less.Expenses: 1085128  Rank: 102,1,193
1.6,#7CAE00,0.555813100347144,0.320332429194076,School: Coastal Carolina  Group: 2  Total.Revenue: 22292597  Total.Expenses: 22174271  Total.Subsidy: 18299695  Revenue.Less.Expenses: 118326  Rank: 103,1,42
1.58,#7CAE00,0.292259828930539,0.307512682052697,School: Nevada  Group: 2  Total.Revenue: 21531926  Total.Expenses: 22177509  Total.Subsidy: 8849585  Revenue.Less.Expenses: -645583  Rank: 104,1,124
1.58,#7CAE00,0.275929700535015,0.31184476240071,School: Southern Mississippi  Group: 2  Total.Revenue: 21526695  Total.Expenses: 21914136  Total.Subsidy: 8264043  Revenue.Less.Expenses: -387441  Rank: 105,1,181
1.57,#7CAE00,0.356938702350193,0.299616740561958,School: Toledo  Group: 2  Total.Revenue: 21265873  Total.Expenses: 22381963  Total.Subsidy: 11168746  Revenue.Less.Expenses: -1116090  Rank: 106,1,200
1.56,#7CAE00,0.449117965796259,0.334375802504367,School: Ball State  Group: 2  Total.Revenue: 21129858  Total.Expenses: 20174709  Total.Subsidy: 14473976  Revenue.Less.Expenses: 955149  Rank: 107,1,19
1.56,#7CAE00,0.402148996727125,0.309879717517389,School: Utah State  Group: 2  Total.Revenue: 21061242  Total.Expenses: 21565777  Total.Subsidy: 12789831  Revenue.Less.Expenses: -504535  Rank: 108,1,205
1.55,#C77CFF,0.449481051521248,0.357694595796641,School: Bowling Green  Group: 4  Total.Revenue: 20731957  Total.Expenses: 18387277  Total.Subsidy: 14486995  Revenue.Less.Expenses: 2344680  Rank: 109,1,22
1.55,#7CAE00,0.556182851521728,0.323517425038104,School: North Carolina Charlotte  Group: 2  Total.Revenue: 20573594  Total.Expenses: 20265479  Total.Subsidy: 18312953  Revenue.Less.Expenses: 308115  Rank: 110,1,135
1.55,#7CAE00,0.423666239352781,0.315464943172353,School: Southern Illinois  Group: 2  Total.Revenue: 20567994  Total.Expenses: 20739714  Total.Subsidy: 13561365  Revenue.Less.Expenses: -171720  Rank: 111,1,179
1.54,#C77CFF,0.366029371596472,0.319994192566894,School: William & Mary  Group: 4  Total.Revenue: 20483070  Total.Expenses: 20384899  Total.Subsidy: 11494706  Revenue.Less.Expenses: 98171  Rank: 112,1,221
1.53,#7CAE00,0.482219704039536,0.319479646636551,School: California Polytechnic  Group: 2  Total.Revenue: 20221909  Total.Expenses: 20154399  Total.Subsidy: 15660890  Revenue.Less.Expenses: 67510  Rank: 113,1,29
1.53,#C77CFF,0.265142688311362,0.338425361710299,School: Montana  Group: 4  Total.Revenue: 20208369  Total.Expenses: 19011913  Total.Subsidy: 7877258  Revenue.Less.Expenses: 1196456  Rank: 114,1,117
1.53,#7CAE00,0.484039706445791,0.328459539602674,School: George Mason  Group: 2  Total.Revenue: 19980812  Total.Expenses: 19378204  Total.Subsidy: 15726149  Revenue.Less.Expenses: 602608  Rank: 115,1,63
1.51,#C77CFF,0.30384694610574,0.306877156323528,School: North Dakota  Group: 4  Total.Revenue: 19389929  Total.Expenses: 20073382  Total.Subsidy: 9265059  Revenue.Less.Expenses: -683453  Rank: 116,1,140
1.5,#C77CFF,0.478632716045768,0.32243763544233,School: South Alabama  Group: 4  Total.Revenue: 19060589  Total.Expenses: 18816817  Total.Subsidy: 15532273  Revenue.Less.Expenses: 243772  Rank: 117,1,169
1.5,#7CAE00,0.309256502285524,0.192268020455397,School: North Texas  Group: 2  Total.Revenue: 19029641  Total.Expenses: 26542476  Total.Subsidy: 9459027  Revenue.Less.Expenses: -7512835  Rank: 118,1,143
1.49,#C77CFF,0.380554836486481,0.321579684098838,School: Maine  Group: 4  Total.Revenue: 18845728  Total.Expenses: 18653080  Total.Subsidy: 12015539  Revenue.Less.Expenses: 192648  Rank: 119,1,98
1.49,#C77CFF,0.457925367379223,0.322101530100271,School: Sacramento State  Group: 4  Total.Revenue: 18816511  Total.Expenses: 18592767  Total.Subsidy: 14789779  Revenue.Less.Expenses: 223744  Rank: 120,1,164
1.49,#C77CFF,0.313621228324669,0.319129092188265,School: Louisiana Tech  Group: 4  Total.Revenue: 18734197  Total.Expenses: 18687576  Total.Subsidy: 9615531  Revenue.Less.Expenses: 46621  Rank: 121,1,95
1.49,#C77CFF,0.331158444541758,0.341942351362095,School: Appalachian State  Group: 4  Total.Revenue: 18644606  Total.Expenses: 17238578  Total.Subsidy: 10244355  Revenue.Less.Expenses: 1406028  Rank: 122,1,9
1.48,#C77CFF,0.290009891080976,0.321915789440898,School: Idaho  Group: 4  Total.Revenue: 18584216  Total.Expenses: 18371540  Total.Subsidy: 8768910  Revenue.Less.Expenses: 212676  Rank: 123,1,71
1.46,#C77CFF,0.390654359178935,0.303084475711109,School: Illinois State  Group: 4  Total.Revenue: 17722324  Total.Expenses: 18631777  Total.Subsidy: 12377673  Revenue.Less.Expenses: -909453  Rank: 124,1,75
1.45,#C77CFF,0.255408621901284,0.316808156252964,School: Louisiana-Lafayette  Group: 4  Total.Revenue: 17440897  Total.Expenses: 17532577  Total.Subsidy: 7528228  Revenue.Less.Expenses: -91680  Rank: 125,1,93
1.43,#C77CFF,0.401283631725153,0.301510681074682,School: Vermont  Group: 4  Total.Revenue: 16946721  Total.Expenses: 17949954  Total.Subsidy: 12758802  Revenue.Less.Expenses: -1003233  Rank: 126,1,207
1.43,#C77CFF,0.247978318937914,0.318247092564606,School: North Dakota State  Group: 4  Total.Revenue: 16825511  Total.Expenses: 16831447  Total.Subsidy: 7261803  Revenue.Less.Expenses: -5936  Rank: 127,1,141
